30324690,Digitaliseringsprojektledare,"Landskrona kommun",,2025-12-01T15:14:04,2025-12-30T21:04:24.768949341+00:00,4
30373428,"Högaborgs Bollklubb","Högaborgs Bollklubb",Helsingborg,2025-12-14T11:52:55,2025-12-30T20:26:27.869728354+00:00,4
30387190,"Administratör med webbkunskap","Helsingborgs kommun",,2025-12-17T09:44:34,2025-12-30T15:55:17.312001289+00:00,4
30410511,"Digital marknadsförare som älskar it.","Sjöbogården Cat & Dog AB",,2025-12-21T14:26:55,2025-12-30T15:39:57.005792354+00:00,4
